year,county,season,crop,area_harvested_ha,rainfall_mm,avg_temp_c,fertiliser_use_kg_ha,seed_variety,yield_tonnes_ha
2014,Kirinyaga,Short Rains,Rice,8.41,313.0,19.3,63.7,Improved Traditional,0.33
2014,Embu,Long Rains,Beans,5.9,391.5,22.0,75.7,Traditional,0.42
2014,Embu,Long Rains,Maize,6.51,342.5,16.8,75.7,Improved Traditional,0.37
2014,Embu,Long Rains,Coffee,5.13,249.6,19.6,75.7,Hybrid,0.34
2014,Embu,Short Rains,Beans,14.26,203.9,20.9,75.7,Hybrid,0.2
2014,Embu,Short Rains,Maize,1.49,275.8,20.2,75.7,Traditional,0.36
2014,Embu,Short Rains,Coffee,2.44,119.2,22.4,75.7,Traditional,0.2
2014,Meru,Long Rains,Beans,8.98,393.2,15.9,57.5,Hybrid,0.88
2014,Meru,Long Rains,Maize,0.86,412.8,14.8,57.5,Traditional,0.82
2014,Meru,Long Rains,Coffee,11.97,339.6,17.6,57.5,Traditional,0.26
2014,Meru,Long Rains,Potatoes,8.68,517.7,19.2,57.5,Traditional,2.52
2014,Meru,Short Rains,Beans,0.52,197.5,16.9,57.5,Traditional,0.2
2014,Meru,Short Rains,Maize,4.08,301.8,16.7,57.5,Traditional,0.2
2014,Meru,Short Rains,Coffee,3.78,244.7,18.7,57.5,Traditional,0.22
2014,Meru,Short Rains,Potatoes,7.54,224.1,16.8,57.5,Hybrid,0.82
2014,Tharaka-Nithi,Long Rains,Beans,7.64,478.1,20.2,67.7,Traditional,0.87
2014,Tharaka-Nithi,Long Rains,Maize,3.39,375.3,21.3,67.7,Improved Traditional,2.07
2014,Tharaka-Nithi,Short Rains,Beans,10.69,187.8,21.3,67.7,Improved Traditional,0.2
2014,Tharaka-Nithi,Short Rains,Maize,6.39,187.2,23.1,67.7,Traditional,0.2
2014,Nyandarua,Long Rains,Beans,6.38,504.4,14.8,153.1,Hybrid,1.29
2014,Nyandarua,Long Rains,Maize,10.84,593.4,16.3,153.1,Traditional,1.72
2014,Nyandarua,Long Rains,Potatoes,5.88,337.3,15.7,153.1,Traditional,1.53
2014,Nyandarua,Short Rains,Beans,12.56,193.8,15.8,153.1,Hybrid,0.28
2014,Nyandarua,Short Rains,Maize,9.38,318.7,17.2,153.1,Hybrid,0.75
2014,Nyandarua,Short Rains,Potatoes,0.92,299.9,15.4,153.1,Hybrid,3.06
2014,Nairobi,Long Rains,Beans,7.87,439.0,16.7,11.5,Hybrid,0.2
2014,Nairobi,Long Rains,Maize,3.61,551.7,18.6,11.5,Traditional,0.55
2014,Nairobi,Short Rains,Beans,8.85,316.3,19.0,11.5,Hybrid,0.2
2014,Nairobi,Short Rains,Maize,3.87,233.6,18.7,11.5,Traditional,0.2
2014,Machakos,Long Rains,Sorghum,6.54,123.3,21.9,60.7,Traditional,0.2
2014,Machakos,Long Rains,Beans,8.5,206.0,22.4,60.7,Hybrid,0.2
2014,Machakos,Long Rains,Maize,7.88,305.7,23.4,60.7,Traditional,0.93
2014,Machakos,Short Rains,Sorghum,3.81,92.5,22.2,60.7,Traditional,0.2
2014,Machakos,Short Rains,Beans,10.87,188.4,22.7,60.7,Traditional,0.2
2014,Machakos,Short Rains,Maize,14.11,207.9,23.0,60.7,Traditional,0.27
2014,Makueni,Long Rains,Sorghum,8.35,367.5,24.6,39.5,Improved Traditional,0.65
2014,Makueni,Long Rains,Beans,8.53,221.5,27.0,39.5,Hybrid,0.2
2014,Makueni,Long Rains,Maize,0.59,420.8,23.3,39.5,Hybrid,1.11
2014,Makueni,Short Rains,Sorghum,1.83,287.5,25.2,39.5,Traditional,0.24
2014,Makueni,Short Rains,Beans,13.66,126.2,22.5,39.5,Traditional,0.2
2014,Makueni,Short Rains,Maize,5.39,295.7,23.7,39.5,Traditional,0.71
2014,Kitui,Long Rains,Sorghum,2.61,304.8,26.9,37.3,Traditional,0.47
2014,Kitui,Long Rains,Beans,14.02,293.3,25.3,37.3,Traditional,0.2
2014,Kitui,Long Rains,Maize,7.03,439.7,25.6,37.3,Hybrid,0.8
2014,Kitui,Short Rains,Sorghum,11.74,289.8,26.0,37.3,Hybrid,0.27
2014,Kitui,Short Rains,Beans,14.39,245.5,24.3,37.3,Improved Traditional,0.2
2014,Kitui,Short Rains,Maize,1.98,338.7,26.4,37.3,Hybrid,0.8
2014,Mombasa,Long Rains,Beans,13.94,621.1,28.2,24.8,Improved Traditional,0.2
2014,Mombasa,Long Rains,Maize,8.99,549.3,28.5,24.8,Traditional,0.2
2014,Mombasa,Short Rains,Beans,2.02,416.7,26.6,24.8,Hybrid,0.2
2014,Mombasa,Short Rains,Maize,8.77,372.8,27.8,24.8,Hybrid,0.2
2014,Kilifi,Long Rains,Beans,2.81,557.5,25.6,26.9,Traditional,0.21
2014,Kilifi,Long Rains,Maize,2.64,431.0,28.0,26.9,Improved Traditional,0.3
2014,Kilifi,Long Rains,Cassava,11.42,205.7,26.6,26.9,Traditional,0.2
2014,Kilifi,Short Rains,Beans,13.82,268.2,27.7,26.9,Traditional,0.2
2014,Kilifi,Short Rains,Maize,12.86,501.2,27.0,26.9,Traditional,0.71
2014,Kilifi,Short Rains,Cassava,12.21,337.6,25.9,26.9,Hybrid,0.55
2014,Kwale,Long Rains,Beans,9.86,438.1,26.0,32.8,Traditional,0.2
2014,Kwale,Long Rains,Maize,14.19,584.3,28.6,32.8,Hybrid,0.69
2014,Kwale,Long Rains,Cassava,2.01,460.6,25.8,32.8,Improved Traditional,1.26
2014,Kwale,Short Rains,Beans,5.58,360.9,26.3,32.8,Traditional,0.2
2014,Kwale,Short Rains,Maize,11.77,291.7,28.7,32.8,Improved Traditional,0.2
2014,Kwale,Short Rains,Cassava,9.36,50.0,27.9,32.8,Improved Traditional,0.2
2014,Tana River,Long Rains,Beans,10.28,265.6,29.2,7.5,Traditional,0.2
2014,Tana River,Long Rains,Maize,1.4,319.2,30.4,7.5,Improved Traditional,0.2
2014,Tana River,Long Rains,Rice,11.02,340.5,28.6,7.5,Improved Traditional,0.25
2014,Tana River,Short Rains,Beans,5.52,258.3,27.5,7.5,Improved Traditional,0.2
2014,Tana River,Short Rains,Maize,12.94,191.1,31.6,7.5,Traditional,0.2
2014,Tana River,Short Rains,Rice,7.73,161.2,28.2,7.5,Traditional,0.2
2014,Lamu,Long Rains,Beans,3.76,450.4,29.6,38.8,Traditional,0.2
2014,Lamu,Long Rains,Maize,0.79,448.0,27.7,38.8,Traditional,0.2
2014,Lamu,Short Rains,Beans,7.37,336.6,29.2,38.8,Traditional,0.2
2014,Lamu,Short Rains,Maize,5.67,352.2,28.0,38.8,Traditional,0.2
2014,Taita Taveta,Long Rains,Beans,3.99,385.6,23.4,32.2,Improved Traditional,0.2
2014,Taita Taveta,Long Rains,Maize,4.74,372.3,23.6,32.2,Hybrid,1.07
2014,Taita Taveta,Short Rains,Beans,7.75,247.8,23.7,32.2,Traditional,0.2
2014,Taita Taveta,Short Rains,Maize,14.19,479.7,24.6,32.2,Hybrid,0.44
2014,Garissa,Long Rains,Sorghum,4.45,134.9,32.1,20.9,Traditional,0.2
2014,Garissa,Long Rains,Beans,12.02,178.3,32.3,20.9,Traditional,0.2
2014,Garissa,Long Rains,Maize,1.24,127.1,30.6,20.9,Improved Traditional,0.2
2014,Garissa,Short Rains,Sorghum,11.12,168.9,34.3,20.9,Hybrid,0.32
2014,Garissa,Short Rains,Beans,4.28,82.2,31.9,20.9,Traditional,0.2
2014,Garissa,Short Rains,Maize,0.63,90.5,33.1,20.9,Hybrid,0.2
2014,Wajir,Long Rains,Sorghum,6.44,130.4,33.2,23.3,Improved Traditional,0.2
2014,Wajir,Long Rains,Beans,6.87,147.5,31.5,23.3,Traditional,0.2
2014,Wajir,Long Rains,Maize,0.7,126.3,33.2,23.3,Traditional,0.2
2014,Wajir,Short Rains,Sorghum,13.32,131.0,33.2,23.3,Improved Traditional,0.2
2014,Wajir,Short Rains,Beans,1.01,50.0,32.2,23.3,Hybrid,0.2
2014,Wajir,Short Rains,Maize,9.87,76.4,32.4,23.3,Traditional,0.2
2014,Mandera,Long Rains,Sorghum,11.98,87.3,35.4,42.5,Traditional,0.2
2014,Mandera,Long Rains,Beans,3.29,83.6,33.4,42.5,Hybrid,0.2
2014,Mandera,Long Rains,Maize,9.84,118.2,34.8,42.5,Traditional,0.2
2014,Mandera,Short Rains,Sorghum,8.8,126.8,34.1,42.5,Traditional,0.21
2014,Mandera,Short Rains,Beans,9.4,50.0,33.2,42.5,Traditional,0.2
2014,Mandera,Short Rains,Maize,14.44,83.0,36.2,42.5,Traditional,0.2
2014,Turkana,Long Rains,Sorghum,13.89,50.0,35.6,28.7,Traditional,0.2
2014,Turkana,Long Rains,Beans,3.31,133.6,35.7,28.7,Traditional,0.2
2014,Turkana,Long Rains,Maize,12.67,145.2,34.5,28.7,Traditional,0.2
2014,Turkana,Short Rains,Sorghum,4.45,92.0,36.0,28.7,Improved Traditional,0.2
2014,Turkana,Short Rains,Beans,12.46,112.1,34.2,28.7,Improved Traditional,0.2
2014,Turkana,Short Rains,Maize,10.31,134.3,36.5,28.7,Improved Traditional,0.2
2014,West Pokot,Long Rains,Beans,9.32,312.6,23.2,62.0,Traditional,0.33
2014,West Pokot,Long Rains,Maize,5.52,422.3,20.9,62.0,Traditional,1.47
2014,West Pokot,Short Rains,Beans,8.56,304.2,22.1,62.0,Hybrid,0.39
2014,West Pokot,Short Rains,Maize,1.36,247.4,22.2,62.0,Traditional,0.45
2014,Samburu,Long Rains,Beans,5.58,239.9,24.0,9.8,Improved Traditional,0.2
2014,Samburu,Long Rains,Maize,14.26,200.0,25.8,9.8,Hybrid,0.27
2014,Samburu,Short Rains,Beans,3.19,86.2,26.7,9.8,Traditional,0.2
2014,Samburu,Short Rains,Maize,13.71,131.2,27.1,9.8,Traditional,0.2
2014,Baringo,Long Rains,Beans,8.26,371.2,23.3,14.1,Hybrid,0.2
2014,Baringo,Long Rains,Maize,5.84,370.9,23.1,14.1,Hybrid,0.43
2014,Baringo,Short Rains,Beans,9.49,366.8,23.6,14.1,Traditional,0.23
2014,Baringo,Short Rains,Maize,4.81,125.1,25.2,14.1,Hybrid,0.2
2014,Laikipia,Long Rains,Wheat,6.82,442.0,22.2,54.7,Traditional,1.25
2014,Laikipia,Long Rains,Beans,3.25,385.5,18.9,54.7,Improved Traditional,0.31
2014,Laikipia,Long Rains,Maize,4.41,314.0,18.8,54.7,Hybrid,0.41
2014,Laikipia,Short Rains,Wheat,14.78,259.0,20.4,54.7,Traditional,0.32
2014,Laikipia,Short Rains,Beans,12.64,373.7,20.5,54.7,Hybrid,0.87
2014,Laikipia,Short Rains,Maize,3.01,343.6,19.2,54.7,Hybrid,0.2
2014,Kisumu,Long Rains,Beans,4.28,438.3,23.3,61.4,Traditional,0.2
2014,Kisumu,Long Rains,Maize,7.58,715.4,22.3,61.4,Hybrid,2.98
2014,Kisumu,Short Rains,Beans,0.55,514.0,23.7,61.4,Traditional,0.36
2014,Kisumu,Short Rains,Maize,7.37,384.1,23.0,61.4,Hybrid,0.57
2014,Siaya,Long Rains,Beans,7.85,438.3,23.9,54.6,Hybrid,0.25
2014,Siaya,Long Rains,Maize,3.73,597.1,23.9,54.6,Improved Traditional,1.8
2014,Siaya,Long Rains,Cassava,6.88,313.5,24.1,54.6,Improved Traditional,0.38
2014,Siaya,Short Rains,Beans,13.62,575.1,24.4,54.6,Traditional,0.2
2014,Siaya,Short Rains,Maize,1.53,427.0,23.7,54.6,Traditional,0.25
2014,Siaya,Short Rains,Cassava,9.22,535.0,23.4,54.6,Hybrid,2.13
2014,Homa Bay,Long Rains,Beans,11.64,684.4,21.6,69.5,Hybrid,0.95
2014,Homa Bay,Long Rains,Maize,10.12,569.3,23.5,69.5,Improved Traditional,1.24
2014,Homa Bay,Short Rains,Beans,12.18,50.0,23.4,69.5,Traditional,0.2
2014,Homa Bay,Short Rains,Maize,13.66,260.0,21.6,69.5,Traditional,0.26
2014,Migori,Long Rains,Beans,7.29,797.7,23.1,51.9,Traditional,0.48
2014,Migori,Long Rains,Maize,8.83,663.0,21.6,51.9,Traditional,0.74
2014,Migori,Short Rains,Beans,13.95,312.4,20.3,51.9,Hybrid,0.2
2014,Migori,Short Rains,Maize,6.85,122.6,21.6,51.9,Hybrid,0.2
2014,Kajiado,Long Rains,Beans,11.14,350.6,20.5,39.1,Traditional,0.35
2014,Kajiado,Long Rains,Maize,2.75,296.9,21.0,39.1,Traditional,0.73
2014,Kajiado,Short Rains,Beans,3.59,190.3,20.5,39.1,Improved Traditional,0.2
2014,Kajiado,Short Rains,Maize,13.85,247.5,18.5,39.1,Traditional,0.2
2014,Narok,Long Rains,Wheat,8.26,520.8,15.7,58.2,Improved Traditional,3.74
2014,Narok,Long Rains,Beans,10.52,320.6,19.0,58.2,Improved Traditional,0.2
2014,Narok,Long Rains,Maize,11.19,384.3,20.8,58.2,Traditional,0.42
2014,Narok,Short Rains,Wheat,7.04,241.8,19.0,58.2,Traditional,0.26
2014,Narok,Short Rains,Beans,1.61,356.0,19.5,58.2,Improved Traditional,0.32
2014,Narok,Short Rains,Maize,12.02,307.9,17.7,58.2,Traditional,0.2
2014,Elgeyo-Marakwet,Long Rains,Beans,5.11,213.5,15.7,15.7,Improved Traditional,0.2
2014,Elgeyo-Marakwet,Long Rains,Maize,13.61,371.4,17.7,15.7,Traditional,0.2
2014,Elgeyo-Marakwet,Short Rains,Beans,11.64,228.2,18.9,15.7,Traditional,0.2
2014,Elgeyo-Marakwet,Short Rains,Maize,12.79,210.4,18.5,15.7,Improved Traditional,0.2
2014,Busia,Long Rains,Beans,9.21,631.0,22.1,62.4,Improved Traditional,0.24
2014,Busia,Long Rains,Maize,9.95,614.8,23.5,62.4,Traditional,0.77
2014,Busia,Long Rains,Cassava,10.03,370.4,20.5,62.4,Improved Traditional,0.3
2014,Busia,Long Rains,Rice,12.28,659.7,22.1,62.4,Traditional,2.15
2014,Busia,Short Rains,Beans,2.92,456.9,23.2,62.4,Traditional,0.2
2014,Busia,Short Rains,Maize,9.51,525.8,18.1,62.4,Traditional,0.91
2014,Busia,Short Rains,Cassava,7.58,366.7,22.0,62.4,Traditional,0.27
2014,Busia,Short Rains,Rice,3.53,533.4,22.2,62.4,Traditional,0.55
2014,Isiolo,Long Rains,Beans,5.97,124.5,30.6,21.2,Hybrid,0.2
2014,Isiolo,Long Rains,Maize,9.68,213.3,28.8,21.2,Improved Traditional,0.37
2014,Isiolo,Short Rains,Beans,14.06,138.2,30.8,21.2,Hybrid,0.2
2014,Isiolo,Short Rains,Maize,1.6,188.5,30.7,21.2,Hybrid,0.2
2014,Marsabit,Long Rains,Beans,5.0,166.7,31.5,29.0,Improved Traditional,0.2
2014,Marsabit,Long Rains,Maize,11.33,86.7,30.5,29.0,Hybrid,0.2
2014,Marsabit,Short Rains,Beans,8.99,65.6,31.4,29.0,Improved Traditional,0.2
2014,Marsabit,Short Rains,Maize,9.4,98.6,34.1,29.0,Improved Traditional,0.2
2015,Uasin Gishu,Long Rains,Wheat,6.67,931.3,16.3,167.9,Traditional,13.68
2015,Uasin Gishu,Long Rains,Beans,3.01,925.4,14.7,167.9,Hybrid,2.28
2015,Uasin Gishu,Long Rains,Maize,10.25,809.5,15.6,167.9,Hybrid,6.32
2015,Uasin Gishu,Short Rains,Wheat,1.65,627.8,16.1,167.9,Hybrid,10.14
2015,Uasin Gishu,Short Rains,Beans,11.33,708.0,16.5,167.9,Improved Traditional,1.0
2015,Uasin Gishu,Short Rains,Maize,8.17,665.1,18.7,167.9,Improved Traditional,3.37
2015,Trans Nzoia,Long Rains,Wheat,4.61,1225.5,17.1,107.8,Hybrid,8.45
2015,Trans Nzoia,Long Rains,Beans,13.13,1293.4,17.9,107.8,Hybrid,4.5
2015,Trans Nzoia,Long Rains,Maize,6.12,1278.8,17.1,107.8,Hybrid,0.2
2015,Trans Nzoia,Short Rains,Wheat,2.64,934.2,17.1,107.8,Traditional,3.42
2015,Trans Nzoia,Short Rains,Beans,11.51,531.6,16.1,107.8,Hybrid,0.53
2015,Trans Nzoia,Short Rains,Maize,4.64,1101.7,17.1,107.8,Hybrid,5.5
2015,Nakuru,Long Rains,Wheat,11.09,892.0,19.5,108.4,Hybrid,5.88
2015,Nakuru,Long Rains,Beans,12.2,1260.0,19.2,108.4,Hybrid,4.37
2015,Nakuru,Long Rains,Maize,8.32,924.2,20.0,108.4,Hybrid,4.94
2015,Nakuru,Long Rains,Potatoes,13.99,734.1,18.9,108.4,Traditional,4.41
2015,Nakuru,Short Rains,Wheat,13.38,780.4,20.1,108.4,Hybrid,5.22
2015,Nakuru,Short Rains,Beans,4.72,514.2,17.4,108.4,Improved Traditional,1.39
2015,Nakuru,Short Rains,Maize,13.9,588.5,17.2,108.4,Hybrid,1.11
2015,Nakuru,Short Rains,Potatoes,11.64,334.3,18.2,108.4,Improved Traditional,1.41
2015,Nandi,Long Rains,Beans,10.16,1088.1,20.1,125.1,Improved Traditional,3.57
2015,Nandi,Long Rains,Maize,14.49,1012.2,17.9,125.1,Traditional,1.55
2015,Nandi,Long Rains,Tea,13.36,1014.7,20.1,125.1,Hybrid,5.84
2015,Nandi,Short Rains,Beans,10.24,734.1,19.2,125.1,Hybrid,2.31
2015,Nandi,Short Rains,Maize,12.55,475.7,18.2,125.1,Hybrid,0.82
2015,Nandi,Short Rains,Tea,9.16,540.3,17.9,125.1,Hybrid,3.01
2015,Bungoma,Long Rains,Beans,13.14,1457.8,15.5,112.6,Hybrid,2.2
2015,Bungoma,Long Rains,Maize,6.71,993.3,18.1,112.6,Traditional,4.17
2015,Bungoma,Short Rains,Beans,1.5,891.0,18.7,112.6,Improved Traditional,1.76
2015,Bungoma,Short Rains,Maize,1.86,1021.1,20.1,112.6,Improved Traditional,3.25
2015,Kakamega,Long Rains,Beans,1.48,1488.0,20.6,92.5,Hybrid,2.49
2015,Kakamega,Long Rains,Maize,2.92,1718.6,19.5,92.5,Hybrid,8.99
2015,Kakamega,Short Rains,Beans,1.82,826.5,21.0,92.5,Improved Traditional,1.51
2015,Kakamega,Short Rains,Maize,3.44,350.0,21.0,92.5,Hybrid,0.52
2015,Kisii,Long Rains,Beans,7.2,1187.2,17.8,121.4,Hybrid,2.25
2015,Kisii,Long Rains,Maize,12.15,1352.4,20.9,121.4,Hybrid,7.81
2015,Kisii,Short Rains,Beans,3.47,1734.4,18.5,121.4,Hybrid,2.5
2015,Kisii,Short Rains,Maize,9.31,1213.4,19.2,121.4,Hybrid,3.7
2015,Nyamira,Long Rains,Beans,9.45,2188.5,19.5,110.1,Hybrid,3.57
2015,Nyamira,Long Rains,Maize,8.58,1660.5,18.0,110.1,Hybrid,7.77
2015,Nyamira,Short Rains,Beans,6.39,485.1,20.1,110.1,Hybrid,0.28
2015,Nyamira,Short Rains,Maize,7.7,807.2,19.3,110.1,Hybrid,3.2
2015,Vihiga,Long Rains,Beans,3.38,1215.9,17.7,49.6,Improved Traditional,0.98
2015,Vihiga,Long Rains,Maize,5.12,1885.8,22.6,49.6,Traditional,3.45
2015,Vihiga,Short Rains,Beans,0.94,985.3,20.9,49.6,Hybrid,1.24
2015,Vihiga,Short Rains,Maize,6.91,834.5,19.3,49.6,Improved Traditional,1.79
2015,Bomet,Long Rains,Beans,2.52,1470.7,15.3,77.4,Hybrid,1.87
2015,Bomet,Long Rains,Maize,6.11,1132.2,15.7,77.4,Hybrid,2.74
2015,Bomet,Long Rains,Tea,3.88,1072.8,16.3,77.4,Traditional,3.85
2015,Bomet,Long Rains,Potatoes,3.56,1010.0,16.2,77.4,Improved Traditional,4.42
2015,Bomet,Short Rains,Beans,8.14,846.0,16.3,77.4,Traditional,0.67
2015,Bomet,Short Rains,Maize,10.37,583.5,18.4,77.4,Hybrid,1.86
2015,Bomet,Short Rains,Tea,3.17,679.1,18.8,77.4,Traditional,1.42
2015,Bomet,Short Rains,Potatoes,4.07,1132.4,18.4,77.4,Hybrid,10.59
2015,Kericho,Long Rains,Beans,11.42,1483.9,17.3,149.5,Hybrid,2.69
2015,Kericho,Long Rains,Maize,11.32,1220.1,16.6,149.5,Hybrid,8.81
2015,Kericho,Long Rains,Tea,11.07,1879.0,18.6,149.5,Hybrid,9.29
2015,Kericho,Short Rains,Beans,13.09,914.3,15.6,149.5,Improved Traditional,1.16
2015,Kericho,Short Rains,Maize,4.37,926.6,19.6,149.5,Improved Traditional,1.64
2015,Kericho,Short Rains,Tea,13.86,1232.2,16.9,149.5,Traditional,4.93
2015,Nyeri,Long Rains,Beans,13.38,645.0,15.4,58.4,Improved Traditional,0.88
2015,Nyeri,Long Rains,Maize,4.75,764.9,16.4,58.4,Traditional,0.94
2015,Nyeri,Long Rains,Tea,7.87,1046.7,15.2,58.4,Hybrid,4.36
2015,Nyeri,Long Rains,Coffee,5.64,1174.1,16.4,58.4,Improved Traditional,1.37
2015,Nyeri,Short Rains,Beans,13.75,99.0,17.9,58.4,Traditional,0.2
2015,Nyeri,Short Rains,Maize,5.9,352.8,17.2,58.4,Hybrid,0.3
2015,Nyeri,Short Rains,Tea,6.4,246.9,17.0,58.4,Hybrid,0.27
2015,Nyeri,Short Rains,Coffee,9.21,394.2,14.7,58.4,Traditional,0.36
2015,Muranga,Long Rains,Beans,14.24,867.6,18.7,77.5,Improved Traditional,1.48
2015,Muranga,Long Rains,Maize,10.15,1294.5,19.5,77.5,Improved Traditional,3.49
2015,Muranga,Long Rains,Tea,10.99,699.2,19.1,77.5,Traditional,1.65
2015,Muranga,Long Rains,Coffee,12.35,1159.7,18.1,77.5,Traditional,1.88
2015,Muranga,Short Rains,Beans,12.8,623.7,19.8,77.5,Traditional,1.63
2015,Muranga,Short Rains,Maize,5.79,917.2,16.1,77.5,Traditional,1.34
2015,Muranga,Short Rains,Tea,9.07,366.3,17.5,77.5,Traditional,0.48
2015,Muranga,Short Rains,Coffee,6.09,629.5,18.4,77.5,Traditional,1.55
2015,Kiambu,Long Rains,Beans,5.01,638.0,20.0,83.1,Traditional,0.61
2015,Kiambu,Long Rains,Maize,14.62,1058.3,17.3,83.1,Traditional,2.64
2015,Kiambu,Long Rains,Coffee,7.23,1084.5,18.9,83.1,Traditional,1.76
2015,Kiambu,Short Rains,Beans,14.13,613.0,16.2,83.1,Traditional,0.39
2015,Kiambu,Short Rains,Maize,9.16,716.1,18.8,83.1,Traditional,1.58
2015,Kiambu,Short Rains,Coffee,14.09,818.7,19.9,83.1,Traditional,1.65
2015,Kirinyaga,Long Rains,Beans,9.32,735.0,18.1,59.7,Traditional,0.46
2015,Kirinyaga,Long Rains,Maize,0.56,1052.7,18.1,59.7,Hybrid,1.41
2015,Kirinyaga,Long Rains,Coffee,0.82,886.6,18.3,59.7,Hybrid,2.05
2015,Kirinyaga,Long Rains,Rice,11.3,1025.7,16.9,59.7,Hybrid,1.74
2015,Kirinyaga,Short Rains,Beans,4.69,544.5,18.5,59.7,Traditional,0.67
2015,Kirinyaga,Short Rains,Maize,9.31,684.5,20.7,59.7,Improved Traditional,2.92
2015,Kirinyaga,Short Rains,Coffee,12.44,527.2,20.4,59.7,Traditional,1.55
2015,Kirinyaga,Short Rains,Rice,4.33,667.0,21.1,59.7,Hybrid,2.56
2015,Embu,Long Rains,Beans,4.04,672.8,21.5,54.7,Traditional,0.91
2015,Embu,Long Rains,Maize,14.77,787.3,19.4,54.7,Traditional,2.86
2015,Embu,Long Rains,Coffee,8.79,861.1,20.4,54.7,Traditional,1.08
2015,Embu,Short Rains,Beans,1.09,477.2,18.7,54.7,Hybrid,1.0
2015,Embu,Short Rains,Maize,1.15,521.1,19.8,54.7,Hybrid,3.25
2015,Embu,Short Rains,Coffee,9.28,680.4,19.6,54.7,Traditional,2.0
2015,Meru,Long Rains,Beans,11.42,542.7,17.9,58.0,Hybrid,0.95
2015,Meru,Long Rains,Maize,12.86,806.9,19.2,58.0,Traditional,3.76
2015,Meru,Long Rains,Coffee,1.22,1022.5,18.3,58.0,Hybrid,2.98
2015,Meru,Long Rains,Potatoes,13.38,1188.1,16.6,58.0,Traditional,8.73
2015,Meru,Short Rains,Beans,10.86,631.9,18.6,58.0,Improved Traditional,1.0
2015,Meru,Short Rains,Maize,7.84,673.7,17.2,58.0,Improved Traditional,1.58
2015,Meru,Short Rains,Coffee,9.68,227.7,16.4,58.0,Traditional,0.2
2015,Meru,Short Rains,Potatoes,0.71,673.2,16.6,58.0,Improved Traditional,1.86
2015,Tharaka-Nithi,Long Rains,Beans,8.04,591.8,20.6,65.3,Traditional,0.95
2015,Tharaka-Nithi,Long Rains,Maize,6.06,716.2,21.0,65.3,Traditional,1.72
2015,Tharaka-Nithi,Short Rains,Beans,13.49,585.4,18.1,65.3,Hybrid,1.28
2015,Tharaka-Nithi,Short Rains,Maize,3.36,219.5,19.5,65.3,Improved Traditional,0.36
2015,Nyandarua,Long Rains,Beans,14.2,782.4,17.4,141.4,Hybrid,1.68
2015,Nyandarua,Long Rains,Maize,12.27,871.1,18.2,141.4,Traditional,4.1
2015,Nyandarua,Long Rains,Potatoes,9.71,896.4,16.7,141.4,Hybrid,17.34
2015,Nyandarua,Short Rains,Beans,2.45,678.2,14.3,141.4,Improved Traditional,0.57
2015,Nyandarua,Short Rains,Maize,14.14,813.9,14.1,141.4,Hybrid,2.47
2015,Nyandarua,Short Rains,Potatoes,3.26,756.7,18.1,141.4,Hybrid,10.84
2015,Nairobi,Long Rains,Beans,3.93,847.6,20.3,33.5,Traditional,0.48
2015,Nairobi,Long Rains,Maize,12.8,525.7,20.3,33.5,Traditional,0.74
2015,Nairobi,Short Rains,Beans,4.01,493.2,18.8,33.5,Improved Traditional,0.2
2015,Nairobi,Short Rains,Maize,10.42,671.4,18.6,33.5,Traditional,0.48
2015,Machakos,Long Rains,Sorghum,10.36,502.5,20.9,55.5,Traditional,0.77
2015,Machakos,Long Rains,Beans,14.36,493.7,20.4,55.5,Improved Traditional,0.92
2015,Machakos,Long Rains,Maize,3.17,537.7,22.7,55.5,Traditional,0.95
2015,Machakos,Short Rains,Sorghum,3.33,415.0,21.9,55.5,Improved Traditional,0.54
2015,Machakos,Short Rains,Beans,14.05,529.9,22.8,55.5,Hybrid,0.79
2015,Machakos,Short Rains,Maize,1.72,409.2,22.0,55.5,Hybrid,2.0
2015,Makueni,Long Rains,Sorghum,14.55,443.9,26.2,29.0,Traditional,0.54
2015,Makueni,Long Rains,Beans,7.6,702.4,24.9,29.0,Improved Traditional,0.2
2015,Makueni,Long Rains,Maize,10.66,792.9,25.6,29.0,Traditional,0.59
2015,Makueni,Short Rains,Sorghum,2.26,477.7,22.6,29.0,Hybrid,0.66
2015,Makueni,Short Rains,Beans,2.43,546.0,23.8,29.0,Improved Traditional,0.41
2015,Makueni,Short Rains,Maize,4.66,337.4,25.6,29.0,Hybrid,0.69
2015,Kitui,Long Rains,Sorghum,13.43,612.5,25.4,11.6,Traditional,0.28
2015,Kitui,Long Rains,Beans,10.68,857.4,26.7,11.6,Hybrid,0.32
2015,Kitui,Long Rains,Maize,14.52,511.7,24.4,11.6,Traditional,0.56
2015,Kitui,Short Rains,Sorghum,13.07,458.7,24.6,11.6,Traditional,0.25
2015,Kitui,Short Rains,Beans,9.14,240.0,25.3,11.6,Hybrid,0.2
2015,Kitui,Short Rains,Maize,14.55,435.1,24.7,11.6,Traditional,0.47
2015,Mombasa,Long Rains,Beans,8.19,1219.2,27.3,24.2,Traditional,0.2
2015,Mombasa,Long Rains,Maize,4.23,1177.7,31.2,24.2,Hybrid,0.48
2015,Mombasa,Short Rains,Beans,5.02,849.6,27.4,24.2,Hybrid,0.2
2015,Mombasa,Short Rains,Maize,4.64,634.8,28.2,24.2,Improved Traditional,0.34
2015,Kilifi,Long Rains,Beans,9.99,833.1,26.5,33.0,Hybrid,0.32
