Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,LogMonthlyIncome,YearsPerCompany,PromotionLag,IncomePerYear,HighRiskProfile
33,0,1,589,28,4,2,1,79,3,2,3,5207,22949,1,1,12,3,2,1,15,3,3,15,14,5,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.557951184,15,-9,325.44,0
40,0,1,898,6,2,3,1,38,3,4,4,16437,17381,1,1,21,4,4,0,21,2,3,21,7,7,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,9.707351007,21,0,747.14,0
24,0,1,350,21,2,3,1,57,2,1,1,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,7.739359203,2,-1,765.33,0
40,0,0,1142,8,2,4,1,72,3,2,4,4069,8841,3,1,18,3,3,0,8,2,3,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.311398278,2.666666667,0,452.11,0
45,0,1,538,1,4,1,1,66,3,3,2,7441,20933,1,0,12,3,1,3,10,4,3,10,8,7,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.914894909,10,-1,676.45,0
35,0,1,1402,28,4,2,0,98,2,1,3,2430,26204,0,0,23,4,1,2,6,5,3,5,3,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.796057974,6,1,347.14,0
32,0,1,824,5,2,4,0,67,2,2,2,5878,15624,3,0,12,3,1,1,12,2,3,7,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.679141958,4,1,452.15,0
36,0,1,1157,2,4,3,1,70,3,1,4,2644,17001,3,1,21,4,4,0,7,3,2,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.880426344,2.333333333,-1,330.5,0
48,0,1,492,16,4,3,0,96,3,2,3,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.770283819,2.25,0,338.89,0
29,0,1,598,9,3,3,1,91,4,1,3,2451,22376,6,0,18,3,1,2,5,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.804659297,0.833333333,0,408.5,0
33,0,1,1242,8,4,1,1,46,3,2,1,6392,10589,2,0,13,3,4,1,8,6,1,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.762958921,4,0,710.22,0
30,1,1,740,1,3,2,1,64,2,2,1,9714,5323,1,0,11,3,4,1,10,4,3,10,8,6,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9.181426362,10,-2,883.09,0
38,0,2,888,10,4,3,1,71,3,2,3,6077,14814,3,0,11,3,3,0,10,2,3,6,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.712430973,3.333333333,-2,552.45,0
35,0,1,992,1,3,4,1,68,2,1,1,2450,21731,1,0,19,3,2,0,3,3,3,3,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.804251384,3,1,612.5,0
30,0,1,1288,29,4,3,1,33,3,3,2,9250,17799,3,0,12,3,2,1,9,3,3,4,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,9.132486933,3,-1,925,0
35,1,1,104,2,3,1,0,69,3,1,1,2074,26619,1,1,12,3,4,1,1,2,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.637716433,1,0,1037,0
53,1,1,607,2,5,3,0,78,2,3,4,10169,14618,0,0,16,3,2,1,34,4,3,33,7,1,9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,9.227197489,34,-6,290.54,0
38,1,1,903,2,3,3,1,81,3,2,2,4855,7653,4,0,11,3,1,2,7,2,3,5,2,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.487970333,1.75,-1,606.88,0
32,0,0,1200,1,4,4,1,62,3,2,1,4087,25174,4,0,14,3,2,1,9,3,2,6,5,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8.315811132,2.25,-4,408.7,0
48,0,1,1108,15,4,3,0,65,3,1,1,2367,16530,8,0,12,3,4,1,10,3,2,8,2,7,6,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7.769800996,1.25,5,215.18,0
34,0,1,479,7,4,1,1,35,3,1,4,2972,22061,1,0,13,3,3,0,1,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7.997326823,1,0,1486,0
55,0,1,685,26,5,3,1,60,2,5,4,19586,23037,1,0,21,4,3,1,36,3,3,36,6,2,13,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.88262136,36,-4,529.35,0
34,0,1,1351,1,4,2,1,45,3,2,4,5484,13008,9,0,17,3,2,1,9,3,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.609772373,1,0,548.4,0
26,0,1,474,3,3,1,0,89,3,1,4,2061,11133,1,0,21,4,1,0,1,5,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.631431665,1,0,1030.5,0
38,0,1,1245,14,3,3,1,80,3,2,2,9924,12355,0,0,11,3,4,1,10,3,3,9,8,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9.202812106,10,-1,902.18,0
38,0,1,437,16,3,2,0,90,3,2,2,4198,16379,2,0,12,3,2,0,8,5,4,3,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.342601681,4,-1,466.44,0
36,0,1,884,1,4,2,0,73,3,2,3,6815,21447,6,0,13,3,1,0,15,5,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.827028069,2.5,0,425.94,0
29,0,1,1370,3,1,2,1,87,3,1,1,4723,16213,1,1,18,3,4,0,10,3,3,10,9,1,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.460411177,10,-8,429.36,0
35,0,1,670,10,4,1,0,51,3,2,3,6142,4223,3,1,16,3,3,0,10,4,3,5,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.723068501,3.333333333,-2,558.36,0
39,0,1,1462,6,3,4,1,38,4,3,3,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9.016512875,5.5,1,686.42,0
29,0,2,995,2,1,1,1,87,3,2,4,8853,24483,1,0,19,3,4,1,6,0,4,6,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.088624613,6,-3,1264.71,0
50,0,1,264,9,3,3,1,59,3,5,3,19331,19519,4,1,16,3,3,1,27,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9.869517033,6.75,0,690.39,0
23,0,1,977,10,3,4,1,45,4,1,3,2073,12826,2,0,16,3,4,1,4,2,3,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,7.637234389,2,0,414.6,0
36,0,2,1302,6,4,1,1,80,4,2,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.62389281,3,-2,556.2,0
42,0,1,1059,9,2,4,1,93,2,5,4,19613,26362,8,0,22,4,4,0,24,2,3,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9.883998876,3,0,784.52,0
35,0,1,750,28,3,2,1,46,4,2,3,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.133880888,10,-3,309.73,0
34,0,2,653,10,4,4,1,92,2,2,3,5063,15332,1,0,14,3,2,1,8,3,2,8,2,7,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8.529911964,8,5,562.56,0
40,0,1,118,14,2,4,0,84,3,2,1,4639,11262,1,0,15,3,3,1,5,2,3,5,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.442469645,5,-3,773.17,0
43,0,1,990,27,3,4,1,87,4,1,2,4876,5855,5,0,12,3,3,1,8,0,3,6,4,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,8.492285556,1.6,-4,541.78,0
35,0,1,1349,7,2,3,1,63,2,1,4,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7.897668151,1,0,1345,0
46,0,1,563,1,4,4,1,56,4,4,1,17567,3156,1,0,15,3,2,0,27,5,1,26,0,0,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.773834344,27,0,627.39,0
28,1,1,329,24,3,3,1,51,3,1,2,2408,7324,1,1,17,3,3,3,1,3,3,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.786967003,1,-1,1204,0
22,0,0,457,26,2,2,0,85,2,1,3,2814,10293,1,1,14,3,2,0,4,2,2,4,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,7.942717541,4,-1,562.8,0
50,0,2,1234,20,5,2,1,41,3,4,3,11245,20689,2,1,15,3,3,1,32,3,3,30,8,12,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9.327767789,16,4,340.76,0
32,0,1,634,5,4,2,0,35,4,1,4,3312,18783,3,0,17,3,4,2,6,3,3,3,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.105609402,2,-2,473.14,0
44,0,1,1313,7,3,2,0,31,3,5,4,19049,3549,0,1,14,3,4,1,23,4,2,22,7,1,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,9.854822381,23,-6,793.71,0
30,0,1,241,7,3,2,1,48,2,1,2,2141,5348,1,0,12,3,2,1,6,3,2,6,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7.669495251,6,-3,305.86,0
45,0,1,1015,5,5,3,0,50,1,2,1,5769,23447,1,1,14,3,1,0,10,3,3,10,7,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.66042736,10,-6,524.45,0
45,0,0,336,26,3,1,1,52,2,2,1,4385,24162,1,0,15,3,1,1,10,2,3,10,7,4,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,8.386172929,10,-3,398.64,0
31,0,2,715,2,4,4,1,54,3,2,1,5332,21602,7,0,13,3,4,0,10,3,3,5,2,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.581669211,1.428571429,-2,484.73,1
36,0,1,559,12,4,3,0,76,3,2,3,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.447628728,0.777777778,-1,582.88,0
34,0,2,426,10,4,3,1,42,4,2,4,4724,17000,1,0,13,3,1,1,9,3,3,9,7,7,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.46062284,9,0,472.4,0
49,0,1,722,25,4,3,0,84,3,1,1,3211,22102,1,0,14,3,4,1,10,3,2,9,6,1,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.074649075,10,-5,291.91,0
39,0,1,1387,10,5,2,1,76,3,2,1,5377,3835,2,0,13,3,4,3,10,3,3,7,7,7,7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.590071837,5,0,488.82,0
27,0,1,1302,19,3,4,1,67,2,1,1,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,8.310660906,7,-7,508.25,0
35,0,1,819,18,5,2,1,48,4,2,1,5208,26312,1,0,11,3,4,0,16,2,3,16,15,1,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.558143178,16,-14,306.35,0
28,0,1,580,27,3,2,0,39,1,2,1,4877,20460,0,0,21,4,2,1,6,5,2,5,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8.492490579,6,-3,696.71,0
21,0,1,546,5,1,3,1,97,3,1,4,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8.04494705,3,0,779.25,0
18,1,2,544,3,2,2,0,70,3,1,4,1569,18420,1,1,12,3,3,0,0,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.358830898,0,0,1569,1
47,0,1,1176,26,4,4,0,98,3,5,3,19658,5220,3,0,11,3,3,1,27,2,3,5,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9.886290528,9,-1,702.07,0
39,0,1,170,3,2,3,1,76,2,2,3,3069,10302,0,0,15,3,4,1,11,3,3,10,8,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8.029432841,11,-8,255.75,0
40,0,1,884,15,3,1,0,80,2,3,3,10435,25800,1,0,13,3,4,2,18,2,3,18,15,14,12,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.253016646,18,-1,549.21,0
35,0,0,208,8,4,3,0,52,3,2,3,4148,12250,1,0,12,3,4,1,15,5,3,14,11,2,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.33062262,15,-9,259.25,0
37,0,1,671,19,3,3,1,85,3,2,3,5768,26493,3,0,17,3,1,3,9,2,2,4,3,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.660254034,3,-3,576.8,0
39,0,2,711,4,3,1,0,81,3,2,3,5042,3140,0,0,13,3,4,0,10,2,1,9,2,3,8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,8.525756422,10,1,458.36,0
45,0,1,1329,2,2,4,0,59,2,2,4,5770,5388,1,0,19,3,1,2,10,3,3,10,7,3,9,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,8.660600655,10,-4,524.55,0
38,0,1,397,2,2,4,0,54,2,3,3,7756,14199,3,1,19,3,4,1,10,6,4,5,4,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.95635094,3.333333333,-4,705.09,0
35,1,1,737,10,3,4,1,55,2,3,1,10306,21530,9,0,17,3,3,0,15,3,3,13,12,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9.240578555,1.666666667,-6,644.12,0
37,0,1,1470,10,3,2,0,71,3,1,2,3936,9953,1,0,11,3,1,1,8,2,1,8,4,7,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.278174291,8,3,437.33,0
40,0,1,448,16,3,3,0,84,3,3,4,7945,19948,6,1,15,3,4,0,18,2,2,4,2,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8.980423936,3,1,418.16,0
44,0,2,602,1,5,1,1,37,3,2,4,5743,10503,4,1,11,3,3,0,14,3,3,10,7,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.655911111,3.5,-7,382.87,0
48,0,2,365,4,5,3,1,89,2,4,4,15202,5602,2,0,25,4,2,1,23,3,3,2,2,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.629248056,11.5,0,633.42,0
35,1,1,763,15,2,1,1,59,1,2,4,5440,22098,6,1,14,3,4,2,7,2,2,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.601718146,1.166666667,0,680,0
24,0,2,567,2,1,1,0,32,3,1,4,3760,17218,1,1,13,3,3,0,6,2,3,6,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,8.232440158,6,-2,537.14,1
27,0,1,486,8,3,2,0,86,4,1,3,3517,22490,7,0,17,3,1,0,5,0,3,3,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.165647925,0.714285714,-2,586.17,0
27,0,2,591,2,3,4,1,87,3,1,4,2580,6297,2,0,13,3,3,0,6,0,2,4,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7.8559322,3,-1,368.57,1
40,1,1,1329,7,3,1,1,73,3,1,1,2166,3339,3,1,14,3,2,0,10,3,1,4,2,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.681099002,3.333333333,-2,196.91,0
29,0,1,469,10,3,3,1,42,2,2,3,5869,23413,9,0,11,3,3,0,8,2,3,5,2,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,8.677609913,0.888888889,-1,652.11,0
36,0,1,711,5,4,2,0,42,3,3,1,8008,22792,4,0,12,3,3,2,9,6,3,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.988321188,2.25,-2,800.8,0
25,0,2,772,2,1,4,1,77,4,2,3,5206,4973,1,0,17,3,3,2,7,6,3,7,7,0,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8.557759153,7,-7,650.75,0
39,0,1,492,12,3,4,1,66,3,2,2,5295,7693,4,0,21,4,3,0,7,3,3,5,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.574707098,1.75,-3,661.88,0
49,0,1,301,22,4,1,0,72,3,4,2,16413,3498,3,0,16,3,2,2,27,2,3,4,2,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9.705889908,9,-1,586.18,0
50,0,1,813,17,5,4,0,50,2,3,1,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.493261127,3.8,-10,663.45,0
20,0,1,1141,2,3,3,0,31,3,1,3,2783,13251,1,0,19,3,1,0,2,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,7.931644021,2,0,927.67,0
34,0,1,1130,3,3,4,0,66,3,2,2,5433,19332,1,0,12,3,3,1,11,2,3,11,8,7,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.60043079,11,-1,452.75,0
36,0,1,311,7,3,1,1,77,3,1,2,2013,10950,2,0,11,3,3,0,15,4,3,4,3,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.607878073,7.5,-2,125.81,0
49,0,1,465,6,1,3,0,41,2,4,3,13966,11652,2,1,19,3,2,1,30,3,3,15,11,2,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.544452683,15,-9,450.52,0
36,0,0,894,1,4,4,0,33,2,2,3,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8.383661799,4,-1,874.8,0
36,0,1,1040,3,2,4,1,79,4,2,1,6842,26308,6,0,20,4,1,1,13,3,3,5,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.830981511,2.166666667,-4,488.71,0
54,0,1,584,22,5,2,0,91,3,4,3,17426,18685,3,0,25,4,3,1,36,6,3,10,8,4,7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,9.765776007,12,-4,470.97,0
43,0,1,1291,15,2,3,1,65,2,4,3,17603,3525,1,0,24,4,1,1,14,3,3,14,10,6,11,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9.775881428,14,-4,1173.53,0
35,1,2,880,12,4,4,1,36,3,2,4,4581,10414,3,1,24,4,1,0,13,2,4,11,9,6,7,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,8.429890863,4.333333333,-3,327.21,0
38,0,2,1189,1,3,4,1,90,3,2,4,4735,9867,7,0,15,3,4,2,19,4,4,13,11,2,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.462948177,2.714285714,-9,236.75,0
29,0,1,991,5,3,1,1,43,2,2,2,4187,3356,1,1,13,3,2,1,10,3,2,10,0,0,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.339978572,10,0,380.64,0
33,0,1,392,2,4,4,1,93,3,2,4,5505,3921,1,0,14,3,3,2,6,5,3,6,2,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8.613593686,6,-2,786.43,0
32,0,1,977,2,3,4,1,45,3,2,2,5470,25518,0,0,13,3,3,2,10,4,2,9,5,1,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,8.607216694,10,-4,497.27,0
31,0,1,1112,5,4,1,0,67,3,2,4,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8.608312785,10,0,497.82,0
49,0,1,464,16,3,4,0,74,3,1,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.858640656,4.25,0,143.72,0
38,0,2,148,2,3,4,0,42,2,1,2,2440,23826,1,0,22,4,2,0,4,3,3,4,3,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.80016307,4,0,488,0
47,0,1,1225,2,4,2,0,47,4,4,2,15972,21086,6,0,14,3,3,3,29,2,3,3,2,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.678655076,4.833333333,-1,532.4,0
49,0,1,809,1,3,3,1,36,3,4,3,15379,22384,4,0,14,3,1,0,23,2,3,8,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9.640823243,5.75,-7,640.79,0
41,0,1,1206,23,2,4,1,80,3,3,3,7082,11591,3,1,16,3,4,0,21,2,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8.865452826,7,0,321.91,0
20,0,1,727,9,1,4,1,54,3,1,1,2728,21082,1,0,11,3,1,0,2,3,3,2,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7.911690521,2,-2,909.33,0
33,0,0,530,16,3,3,0,36,3,2,4,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8.58839695,7,-4,671,0
36,0,1,1351,26,4,1,1,80,3,2,3,5347,7419,6,0,14,3,2,2,10,2,2,3,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.584477938,1.666666667,-2,486.09,0
44,0,1,528,1,3,3,0,44,3,1,4,3195,4167,4,1,18,3,1,3,8,2,3,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.069655307,2,0,355,0
23,1,1,1320,8,1,4,1,93,2,1,3,3989,20586,1,1,11,3,1,0,5,2,3,5,4,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8.29154651,5,-3,664.83,0
38,0,1,1495,4,2,4,0,87,3,1,3,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.103796713,1,0,413.25,0
53,0,1,1395,24,4,2,1,48,4,3,4,7005,3458,3,0,15,3,3,0,11,2,3,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.854522204,3.666666667,-2,583.75,0
48,1,2,708,7,2,4,0,95,3,1,3,2655,11740,2,1,11,3,3,2,19,3,3,9,7,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7.884576511,9.5,0,132.75,0
32,1,1,1259,2,4,4,1,95,3,1,2,1393,24852,1,0,12,3,1,0,1,2,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.239932591,1,0,696.5,0
26,0,0,786,7,3,4,1,76,3,1,4,2570,11925,1,0,20,4,3,0,7,5,3,7,7,5,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,7.852050207,7,-2,321.25,0
55,0,1,1441,22,3,1,1,94,2,1,2,3537,23737,5,0,12,3,4,1,8,1,3,4,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.171316875,1.6,-1,393,0
34,0,1,1157,5,2,2,1,57,2,2,4,3986,11912,1,0,14,3,3,1,15,3,4,15,10,4,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,8.290794347,15,-6,249.12,0
60,0,1,370,1,4,3,1,92,1,3,4,10883,20467,3,0,20,4,3,1,19,2,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.2950491,6.333333333,0,544.15,0
33,0,1,267,21,3,2,1,79,4,1,2,2028,13637,1,0,18,3,4,3,14,6,3,14,11,2,13,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.61529834,14,-9,135.2,0
37,0,2,1278,1,4,3,1,31,1,2,4,9525,7677,1,0,14,3,3,2,6,2,2,6,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9.161780181,6,-2,1360.71,0
34,0,1,678,19,3,2,0,35,2,1,4,2929,20338,1,0,12,3,2,0,10,3,3,10,9,8,7,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7.982757702,10,-1,266.27,0
23,1,1,427,7,3,3,1,99,3,1,4,2275,25103,1,1,21,4,2,1,3,2,3,3,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.730174795,3,-2,568.75,0
44,0,1,921,2,3,3,0,96,4,3,4,7879,14810,1,1,19,3,2,1,9,2,3,8,7,6,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.972083183,9,-1,787.9,0
35,0,2,146,2,4,1,1,79,2,1,4,4930,13970,0,1,14,3,3,0,6,2,4,5,4,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8.503297086,6,-3,704.29,0
43,0,1,1179,2,3,4,1,73,3,2,4,7847,6069,1,1,17,3,1,1,10,3,3,10,9,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,8.968014001,10,-1,713.36,0
24,0,1,581,9,3,3,1,62,4,1,3,4401,17616,1,0,16,3,4,1,5,1,3,5,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8.389814262,5,-3,733.5,0
41,0,1,918,6,3,4,1,35,3,3,3,9241,15869,1,0,12,3,2,0,10,3,3,10,8,8,7,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,9.131513591,10,0,840.09,0
29,0,1,1082,9,4,4,0,43,3,1,3,2974,25412,9,0,17,3,3,1,9,2,3,5,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7.997999318,1,-2,297.4,0
